alias,autor_normalizado,confianza,origen,score,n_filas_base,n_articulos_base
"Segura, Mikel",Mikel Segura,alta,nuevo_autor_normalizado,0.0,1,1
Misha Sra,Misha Sra,alta,nuevo_autor_normalizado_display,0.0,1,1
"Sra, Misha",Misha Sra,alta,nuevo_autor_normalizado,0.0,1,1
Mitchell Rogers,Mitchell Rogers,alta,nuevo_autor_normalizado_display,0.0,2,2
"Rogers, Mitchell",Mitchell Rogers,alta,nuevo_autor_normalizado,0.0,2,2
"Edgar, Mixcoha",Mixcoha Edgar,alta,nuevo_autor_normalizado,0.0,2,2
Mixcoha Edgar,Mixcoha Edgar,alta,nuevo_autor_normalizado_display,0.0,2,2
Mónica Vazquez,Mónica Vazquez,alta,nuevo_autor_normalizado_display,0.0,1,1
"Vazquez, Mónica",Mónica Vazquez,alta,nuevo_autor_normalizado,0.0,1,1
"Garaev, Moubariz Z.",Moubariz Garaev,media,revision_manual_resuelta_web,,,
Moubariz Garaev,Moubariz Garaev,media,revision_manual_resuelta_web,,,
Moubariz Z Garaev,Moubariz Garaev,media,revision_manual_resuelta_web,,,
"Colin-Garcia, N.",N Cólin García,media,revision_manual_resuelta_web,,,
N Colin Garcia,N Cólin García,media,revision_manual_resuelta_web,,,
"Contreras-Perez, Nahum",Nahum Contreras Perez,alta,nuevo_autor_normalizado,0.0,1,1
Nahum Contreras Perez,Nahum Contreras Perez,alta,nuevo_autor_normalizado_display,0.0,1,1
N Qureshi,Naser Qureshi,media,alias_a_autor_existente_probable_display,0.9,2,2
"Qureshi, N.",Naser Qureshi,media,alias_a_autor_existente_probable,0.9,2,2
"Jonard-Pérez, Natalia",Natalia Jonard Perez,alta,tutora_exacta,1.0,1,1
Natalia Jonard Pérez,Natalia Jonard Perez,alta,tutora_exacta_display,1.0,1,1
"Mauricio, Nava-Flores",Nava Flores Mauricio,alta,nuevo_autor_normalizado,0.0,4,4
Nava Flores Mauricio,Nava Flores Mauricio,alta,nuevo_autor_normalizado_display,0.0,4,4
Nelly Selem Mojica,Nelly Selem Mojica,alta,tutora_exacta_display,1.0,1,1
"Selem-Mojica, Nelly",Nelly Selem Mojica,alta,tutora_exacta,1.0,1,1
"Daniel, Neri-Rosario",Neri Rosario Daniel,alta,nuevo_autor_normalizado,0.0,2,2
Neri Rosario Daniel,Neri Rosario Daniel,alta,nuevo_autor_normalizado_display,0.0,2,2
"Gonzalez-Cabrera, Nestor",Néstor González Cabrera,alta,tutora_exacta,1.0,1,1
Nestor Gonzalez Cabrera,Néstor González Cabrera,alta,tutora_exacta_display,1.0,1,1
"Mendoza-Andrade, N.",Nidia Mendoza Andrade,media,expandido_por_variante_interna,0.0,2,2
"Mendoza-Andrade, Nidia",Nidia Mendoza Andrade,alta,nuevo_autor_normalizado,0.0,12,12
N Mendoza Andrade,Nidia Mendoza Andrade,media,expandido_por_variante_interna_display,0.0,2,2
Nidia Mendoza Andrade,Nidia Mendoza Andrade,alta,nuevo_autor_normalizado_display,0.0,12,12
"Hevia-Montiel, Nidiyare",Nidiyare Hevia Montiel,alta,tutora_exacta,1.0,4,4
N. Hevia-Montiel,Nidiyare Hevia Montiel,media,tutora_probable,0.96,5,5
Nidiyare Hevia Montiel,Nidiyare Hevia Montiel,alta,tutora_exacta_display,1.0,4,4
Nora Isabel Perez Quezadas,Nora Isabel Pérez Quezadas,alta,tutora_exacta_display,1.0,2,2
"Perez-Quezadas, Nora Isabel",Nora Isabel Pérez Quezadas,alta,tutora_exacta,1.0,2,2
"Encinas-Rodríguez, Norberto",Norberto Encinas Rodríguez,alta,nuevo_autor_normalizado,0.0,2,2
Norberto Encinas Rodríguez,Norberto Encinas Rodríguez,alta,nuevo_autor_normalizado_display,0.0,2,2
Oliver Schütze,Oliver Schütze,alta,nuevo_autor_normalizado_display,0.0,8,8
"Schütze, Oliver",Oliver Schütze,alta,nuevo_autor_normalizado,0.0,8,8
"Cruz-Mejia, Oliverio",Oliverio Cruz Mejia,alta,tutora_exacta,1.0,8,8
Oliverio Cruz Mejia,Oliverio Cruz Mejia,alta,tutora_exacta_display,1.0,8,8
"Mata, Omar",Omar Mata,alta,nuevo_autor_normalizado,0.0,1,1
Omar Mata,Omar Mata,alta,nuevo_autor_normalizado_display,0.0,1,1
Omar Rodríguez Abreo,Omar Rodríguez Abreo,alta,nuevo_autor_normalizado_display,0.0,7,7
"Rodríguez-Abreo, Omar",Omar Rodríguez Abreo,alta,nuevo_autor_normalizado,0.0,7,7
"Llanes-Santiago, Orestes",Orestes Llanes Santiago,alta,nuevo_autor_normalizado,0.0,1,1
Orestes Llanes Santiago,Orestes Llanes Santiago,alta,nuevo_autor_normalizado_display,0.0,1,1
O Solé Pi,Oriol Solé Pi,media,expandido_por_variante_interna_display,0.9,1,1
Oriol Sole Pi,Oriol Solé Pi,alta,tutora_exacta_display,1.0,1,1
"Pi, Oriol Sole",Oriol Solé Pi,alta,tutora_exacta,1.0,1,1
"Solé-Pi, O.",Oriol Solé Pi,media,expandido_por_variante_interna,0.9,1,1
"Castellanos Diaz, O.",Orlando Castellanos Díaz,alta,revision_manual_resuelta_web,,,
"Díaz, O. Castellanos",Orlando Castellanos Díaz,alta,revision_manual_resuelta_web,,,
O Castellanos Diaz,Orlando Castellanos Díaz,alta,revision_manual_resuelta_web,,,
Orlando Castellanos Díaz,Orlando Castellanos Díaz,alta,revision_manual_resuelta_web,,,
Orlando Ramos Flores,Orlando Ramos Flores,alta,tutora_exacta_display,1.0,3,3
"Ramos-Flores, Orlando",Orlando Ramos Flores,alta,tutora_exacta,1.0,3,3
"Jaramillo, O.A.",Oscar Alfredo Jaramillo Salgado,alta,revision_manual_resuelta_web,,,
O A Jaramillo,Oscar Alfredo Jaramillo Salgado,alta,revision_manual_resuelta_web,,,
Oscar Alfredo Jaramillo Salgado,Oscar Alfredo Jaramillo Salgado,alta,revision_manual_resuelta_web,,,
"Arana-Hernandez, Oscar",Oscar Arana Hernández,alta,tutora_exacta,1.0,2,2
O. Arana-Hernández,Oscar Arana Hernández,media,tutora_probable,0.96,1,1
Oscar Arana Hernandez,Oscar Arana Hernández,alta,tutora_exacta_display,1.0,2,2
"Blanch, O.",Oscar Blanch Bigas,alta,revision_manual_resuelta_web,,,
O Blanch,Oscar Blanch Bigas,alta,revision_manual_resuelta_web,,,
Oscar Blanch Bigas,Oscar Blanch Bigas,alta,revision_manual_resuelta_web,,,
Osvaldo Ponce Hernández,Osvaldo Ponce Hernández,alta,nuevo_autor_normalizado_display,0.0,2,2
"Ponce-Hernández, Osvaldo",Osvaldo Ponce Hernández,alta,nuevo_autor_normalizado,0.0,2,2
"O’Brien, Owen",Owen O Brien,media,revision_manual_resuelta_web,,,
Owen O Brien,Owen O Brien,media,revision_manual_resuelta_web,,,
"Bangale, P.",P Bangale,media,revision_manual_resuelta_web,,,
P Bangale,P Bangale,media,revision_manual_resuelta_web,,,
"Adasme, Pablo",Pablo Adasme,alta,nuevo_autor_normalizado,0.0,1,1
Pablo Adasme,Pablo Adasme,alta,nuevo_autor_normalizado_display,0.0,1,1
"Lara-Martínez, Pablo",Pablo Lara Martínez,alta,nuevo_autor_normalizado,0.0,4,4
Pablo Lara Martínez,Pablo Lara Martínez,alta,nuevo_autor_normalizado_display,0.0,4,4
P. Reyes,Pablo Reyes,media,expandido_por_variante_interna,0.9,3,3
Pablo Reyes,Pablo Reyes,alta,nuevo_autor_normalizado_display,0.0,4,4
"Reyes, Pablo",Pablo Reyes,alta,nuevo_autor_normalizado,0.0,4,4
Pablo Reyest,Pablo Reyest,alta,nuevo_autor_normalizado_display,0.0,2,2
"Reyest, Pablo",Pablo Reyest,alta,nuevo_autor_normalizado,0.0,2,2
P S Schabes Retchkiman,Pablo Samuel Schabes Retchkiman,alta,revision_manual_resuelta_web,,,
Pablo Samuel Schabes Retchkiman,Pablo Samuel Schabes Retchkiman,alta,revision_manual_resuelta_web,,,
"Schabes-Retchkiman, P.S.",Pablo Samuel Schabes Retchkiman,alta,revision_manual_resuelta_web,,,
"Cristian, Padron-Manrique",Padron Manrique Cristian,alta,nuevo_autor_normalizado,0.0,2,2
Padron Manrique Cristian,Padron Manrique Cristian,alta,nuevo_autor_normalizado_display,0.0,2,2
"Kerschke, P.",Pascal Kerschke,media,expandido_por_variante_interna,0.0,1,1
"Kerschke, Pascal",Pascal Kerschke,alta,nuevo_autor_normalizado,0.0,3,3
P Kerschke,Pascal Kerschke,media,expandido_por_variante_interna_display,0.0,1,1
Pascal Kerschke,Pascal Kerschke,alta,nuevo_autor_normalizado_display,0.0,3,3
"Delmas, Patrice",Patrice Delmas,alta,nuevo_autor_normalizado,0.0,3,3
Patrice Delmas,Patrice Delmas,alta,nuevo_autor_normalizado_display,0.0,3,3
Patricia Garrido Villegas,Patricia Garrido Villegas,alta,nuevo_autor_normalizado_display,0.0,2,2
"Villegas, Patricia Garrido",Patricia Garrido Villegas,alta,nuevo_autor_normalizado,0.0,2,2
Patricio J Valadés Pelayo,Patricio Javier Valadés Pelayo,media,tutora_probable_display,0.96,1,1
"Valadés-Pelayo, Patricio J.",Patricio Javier Valadés Pelayo,media,tutora_probable,0.96,1,1
"Carrillo-Mora, Paul",Paul Carrillo Mora,alta,nuevo_autor_normalizado,0.0,2,2
Paul Carrillo Mora,Paul Carrillo Mora,alta,nuevo_autor_normalizado_display,0.0,2,2
"Hernandez-Ruiz, P.M.",Paula Hernández Ruiz,alta,revision_manual_resuelta_web,,,
"Hernández-Ruiz, Paula M.",Paula Hernández Ruiz,alta,revision_manual_resuelta_web,,,
P. M. Hernández-Ruiz,Paula Hernández Ruiz,alta,revision_manual_resuelta_web,,,
Paula Hernández Ruiz,Paula Hernández Ruiz,alta,revision_manual_resuelta_web,,,
Paula M Hernández Ruiz,Paula Hernández Ruiz,alta,revision_manual_resuelta_web,,,
P Perez Brunius,Paula Pérez Brunius,alta,revision_manual_resuelta_web,,,
Paula Pérez Brunius,Paula Pérez Brunius,alta,revision_manual_resuelta_web,,,
"Perez-Brunius, P.",Paula Pérez Brunius,alta,revision_manual_resuelta_web,,,
"Cortes-Guerrero, Pedro",Pedro Cortes Guerrero,alta,nuevo_autor_normalizado,0.0,1,1
Pedro Cortes Guerrero,Pedro Cortes Guerrero,alta,nuevo_autor_normalizado_display,0.0,1,1
P Riley,Pete Riley,media,revision_manual_resuelta_web,,,
Pete Riley,Pete Riley,media,revision_manual_resuelta_web,,,
"Riley, P.",Pete Riley,media,revision_manual_resuelta_web,,,
Peter Stone,Peter Stone,alta,nuevo_autor_normalizado_display,0.0,1,1
"Stone, Peter",Peter Stone,alta,nuevo_autor_normalizado,0.0,1,1
"Fraigniaud, Pierre",Pierre Fraigniaud,alta,nuevo_autor_normalizado,0.0,2,2
Pierre Fraigniaud,Pierre Fraigniaud,alta,nuevo_autor_normalizado_display,0.0,2,2
P Sampathkumar,Pranav Sampathkumar,media,revision_manual_resuelta_web,,,
Pranav Sampathkumar,Pranav Sampathkumar,media,revision_manual_resuelta_web,,,
"Sampathkumar, P.",Pranav Sampathkumar,media,revision_manual_resuelta_web,,,
"Cruz-Morales, R.D.",R D Cruz Morales,alta,tutora_exacta,1.0,3,3
R D Cruz Morales,R D Cruz Morales,alta,tutora_exacta_display,1.0,3,3
R. d. J. León-Montiel,R D J León Montiel,alta,tutora_exacta,1.0,2,2
"Lemus, R.",R Lemus,media,revision_manual_resuelta_web,,,
R Lemus,R Lemus,media,revision_manual_resuelta_web,,,
"Michel, R.",R Michel,media,revision_manual_resuelta_web,,,
R Michel,R Michel,media,revision_manual_resuelta_web,,,
R Schödel,R Schödel,media,revision_manual_resuelta_web,,,
"Schödel, R.",R Schödel,media,revision_manual_resuelta_web,,,
"Bayareh-Mancilla, Rafael",Rafael Bayareh Mancilla,alta,nuevo_autor_normalizado,0.0,1,1
Rafael Bayareh Mancilla,Rafael Bayareh Mancilla,alta,nuevo_autor_normalizado_display,0.0,1,1
"Gomar-Dawson, Rafael Harry",Rafael Harry Gomar Dawson,alta,nuevo_autor_normalizado,0.0,2,2
Rafael Harry Gomar Dawson,Rafael Harry Gomar Dawson,alta,nuevo_autor_normalizado_display,0.0,2,2
Rafael Ramirez Melendez,Rafael Ramirez Melendez,alta,nuevo_autor_normalizado_display,0.0,2,2
"Ramirez-Melendez, Rafael",Rafael Ramirez Melendez,alta,nuevo_autor_normalizado,0.0,2,2
Rafael Torres Escobar,Rafael Torres Escobar,alta,nuevo_autor_normalizado_display,0.0,3,3
"Torres-Escobar, Rafael",Rafael Torres Escobar,alta,nuevo_autor_normalizado,0.0,3,3
"Dandekar, Rajat",Rajat Dandekar,alta,nuevo_autor_normalizado,0.0,2,2
Rajat Dandekar,Rajat Dandekar,alta,nuevo_autor_normalizado_display,0.0,2,2
"Bird, R.",Ralph Bird,media,revision_manual_resuelta_web,,,
R Bird,Ralph Bird,media,revision_manual_resuelta_web,,,
Ralph Bird,Ralph Bird,media,revision_manual_resuelta_web,,,
"Atoche-Enseñat, Ramón",Ramón Atoche Enseñat,alta,nuevo_autor_normalizado,0.0,1,1
Ramón Atoche Enseñat,Ramón Atoche Enseñat,alta,nuevo_autor_normalizado_display,0.0,1,1
"Cruz-Morales, Rant Dali",Rant Dali Cruz Morales,alta,nuevo_autor_normalizado,0.0,3,3
Rant Dali Cruz Morales,Rant Dali Cruz Morales,alta,nuevo_autor_normalizado_display,0.0,3,3
Ranulfo Rodriguez Sobreyra,Ranulfo Rodriguez Sobreyra,alta,nuevo_autor_normalizado_display,0.0,1,1
"Sobreyra, Ranulfo Rodriguez",Ranulfo Rodriguez Sobreyra,alta,nuevo_autor_normalizado,0.0,1,1
Raquel Valdés Cristerna,Raquel Valdés Cristerna,alta,nuevo_autor_normalizado_display,0.0,1,1
"Valdés-Cristerna, Raquel",Raquel Valdés Cristerna,alta,nuevo_autor_normalizado,0.0,1,1
"Flores-Niño, Rashid",Rashid Flores Niño,alta,nuevo_autor_normalizado,0.0,2,2
Rashid Flores Niño,Rashid Flores Niño,alta,nuevo_autor_normalizado_display,0.0,2,2
"Cruz-Morales, Raúl Dalí",Raúl Dalí Cruz Morales,alta,nuevo_autor_normalizado,0.0,1,1
Raúl Dalí Cruz Morales,Raúl Dalí Cruz Morales,alta,nuevo_autor_normalizado_display,0.0,1,1
R F Rojas,Raul Fernandez Rojas,media,expandido_por_variante_interna_display,0.0,2,2
Raul Fernandez Rojas,Raul Fernandez Rojas,alta,nuevo_autor_normalizado_display,0.0,2,2
"Rojas, R.F.",Raul Fernandez Rojas,media,expandido_por_variante_interna,0.0,2,2
"Rojas, Raul Fernandez",Raul Fernandez Rojas,alta,nuevo_autor_normalizado,0.0,2,2
"Galindo-Hernández, Raúl",Raúl Galindo Hernández,alta,nuevo_autor_normalizado,0.0,4,4
Raúl Galindo Hernández,Raúl Galindo Hernández,alta,nuevo_autor_normalizado_display,0.0,4,4
"Garduno, Raul",Raul Garduno,alta,nuevo_autor_normalizado,0.0,1,1
Raul Garduno,Raul Garduno,alta,nuevo_autor_normalizado_display,0.0,1,1
Regina Rios López,Regina Rios López,alta,nuevo_autor_normalizado_display,0.0,2,2
"Rios-López, Regina",Regina Rios López,alta,nuevo_autor_normalizado,0.0,2,2
"Garcia-Franco, R.",Renata García Franco,alta,revision_manual_resuelta_web,,,
R Garcia Franco,Renata García Franco,alta,revision_manual_resuelta_web,,,
Renata García Franco,Renata García Franco,alta,revision_manual_resuelta_web,,,
"Dávila, R.",René Dávila,media,alias_a_autor_existente_probable,0.9,4,4
R Dávila,René Dávila,media,alias_a_autor_existente_probable_display,0.9,4,4
Rene van de Molengraft,Rene van de Molengraft,alta,nuevo_autor_normalizado_display,0.0,1,1
"van de Molengraft, Rene",Rene van de Molengraft,alta,nuevo_autor_normalizado,0.0,1,1
"Balam, R. Itza",Reymundo Itzá Balam,alta,revision_manual_resuelta_web,,,
"Itzá Balam, R.",Reymundo Itzá Balam,alta,revision_manual_resuelta_web,,,
R Itzá Balam,Reymundo Itzá Balam,alta,revision_manual_resuelta_web,,,
Reymundo Itzá Balam,Reymundo Itzá Balam,alta,revision_manual_resuelta_web,,,
"Fernandez Noguez, Ricardo Daniel",Ricardo Daniel Fernandez Noguez,alta,nuevo_autor_normalizado,0.0,1,1
Ricardo Daniel Fernandez Noguez,Ricardo Daniel Fernandez Noguez,alta,nuevo_autor_normalizado_display,0.0,1,1
"Cázares Ramírez, Ricardo Isaac",Ricardo Isaac Cázares Ramírez,alta,nuevo_autor_normalizado,0.0,1,1
Ricardo Isaac Cázares Ramírez,Ricardo Isaac Cázares Ramírez,alta,nuevo_autor_normalizado_display,0.0,1,1
"Lopez-Villafan, Ricardo",Ricardo Lopez Villafan,alta,nuevo_autor_normalizado,0.0,6,6
R. López-Villafán,Ricardo Lopez Villafan,media,expandido_por_variante_interna,0.0,5,5
Ricardo Lopez Villafan,Ricardo Lopez Villafan,alta,nuevo_autor_normalizado_display,0.0,6,6
Ricardo Loth Zavala Reyes,Ricardo Loth Zavala Reyes,alta,nuevo_autor_normalizado_display,0.0,2,2
"Zavala-Reyes, Ricardo Loth",Ricardo Loth Zavala Reyes,alta,nuevo_autor_normalizado,0.0,2,2
Ricardo Torres Mendoza,Ricardo Torres Mendoza,alta,nuevo_autor_normalizado_display,0.0,2,2
"Torres Mendoza, Ricardo",Ricardo Torres Mendoza,alta,nuevo_autor_normalizado,0.0,2,2
Ricardo F Villarreal Martinez,Ricardo Villarreal Martínez,media,revision_manual_resuelta_web,,,
Ricardo Villarreal Martínez,Ricardo Villarreal Martínez,media,revision_manual_resuelta_web,,,
"Villarreal-Martinez, Ricardo F.",Ricardo Villarreal Martínez,media,revision_manual_resuelta_web,,,
"Frayne, Richard",Richard Frayne,alta,nuevo_autor_normalizado,0.0,2,2
Richard Frayne,Richard Frayne,alta,nuevo_autor_normalizado_display,0.0,2,2
"Mitchell, Riki",Riki Mitchell,alta,nuevo_autor_normalizado,0.0,1,1
Riki Mitchell,Riki Mitchell,alta,nuevo_autor_normalizado_display,0.0,1,1
Rita C Rodriguez Martinez,Rita Rodríguez Martínez,media,revision_manual_resuelta_web,,,
Rita Rodríguez Martínez,Rita Rodríguez Martínez,media,revision_manual_resuelta_web,,,
"Rodriguez-Martinez, Rita C.",Rita Rodríguez Martínez,media,revision_manual_resuelta_web,,,
"Marti, Robert",Robert Marti,alta,nuevo_autor_normalizado,0.0,2,2
Robert Marti,Robert Marti,alta,nuevo_autor_normalizado_display,0.0,2,2
"Pugh, Robert",Robert Pugh,alta,nuevo_autor_normalizado,0.0,2,2
Robert Pugh,Robert Pugh,alta,nuevo_autor_normalizado_display,0.0,2,2
"Ramírez-Chavarría, Roberto G.",Roberto Giovanni Ramírez Chavarría,alta,tutora_doi_compartido,0.98,9,9
Roberto G Ramírez Chavarría,Roberto Giovanni Ramírez Chavarría,alta,tutora_doi_compartido_display,0.98,9,9
"Aldeco-Pérez, R.",Rocio Aldeco Perez,media,expandido_por_variante_interna,0.9,4,4
"Aldeco Peréz, Rocio",Rocio Aldeco Perez,alta,tutora_exacta,1.0,2,2
"Perez, Rocio Aldeco",Rocio Aldeco Perez,alta,tutora_exacta,1.0,2,2
R Aldeco Pérez,Rocio Aldeco Perez,media,expandido_por_variante_interna_display,0.9,4,4
Rocio Aldeco Perez,Rocio Aldeco Perez,alta,tutora_exacta_display,1.0,2,2
"Camacho-Velázquez, R.G.",Rodolfo Gabriel Camacho Velázquez,alta,revision_manual_resuelta_web,,,
R G Camacho Velázquez,Rodolfo Gabriel Camacho Velázquez,alta,revision_manual_resuelta_web,,,
Rodolfo Gabriel Camacho Velázquez,Rodolfo Gabriel Camacho Velázquez,alta,revision_manual_resuelta_web,,,
Rodolfo Zevallos,Rodolfo Zevallos,alta,nuevo_autor_normalizado_display,0.0,1,1
"Zevallos, Rodolfo",Rodolfo Zevallos,alta,nuevo_autor_normalizado,0.0,1,1
"De Ita, Rodrigo",Rodrigo De Ita,alta,nuevo_autor_normalizado,0.0,1,1
Rodrigo De Ita,Rodrigo De Ita,alta,nuevo_autor_normalizado_display,0.0,1,1
"del Moral-González, Rodrigo",Rodrigo del Moral González,alta,nuevo_autor_normalizado,0.0,1,1
Rodrigo del Moral González,Rodrigo del Moral González,alta,nuevo_autor_normalizado_display,0.0,1,1
R F Velázquez Cruz,Rodrigo Fernando Velázquez Cruz,media,expandido_por_variante_interna_display,0.0,3,3
Rodrigo Fernando Velázquez Cruz,Rodrigo Fernando Velázquez Cruz,alta,nuevo_autor_normalizado_display,0.0,6,6
"Velázquez Cruz, R.F.",Rodrigo Fernando Velázquez Cruz,media,expandido_por_variante_interna,0.0,3,3
"Velázquez Cruz, Rodrigo Fernando",Rodrigo Fernando Velázquez Cruz,alta,nuevo_autor_normalizado,0.0,6,6
R Ramos,Rodrigo Ramos,alta,correccion_manual_usuario_display,,6,6
"Ramos, R.",Rodrigo Ramos,alta,correccion_manual_usuario,,6,6
"Ramos, Rodrigo",Rodrigo Ramos,alta,nuevo_autor_normalizado,0.0,4,4
Rodrigo Ramos,Rodrigo Ramos,alta,nuevo_autor_normalizado_display,0.0,4,4
"Ramos-Díaz, Rodrigo",Rodrigo Ramos Diaz,alta,tutora_exacta,1.0,2,2
Rodrigo Ramos Díaz,Rodrigo Ramos Diaz,alta,tutora_exacta_display,1.0,2,2
"Osorio, Roman",Roman Osorio,alta,nuevo_autor_normalizado,0.0,1,1
Roman Osorio,Roman Osorio,alta,nuevo_autor_normalizado_display,0.0,1,1
"Osorio-Camparán, Roman",Roman Osorio Camparán,alta,nuevo_autor_normalizado,0.0,3,3
R. Osorio-Camparán,Roman Osorio Camparán,media,expandido_por_variante_interna,0.0,1,1
Roman Osorio Camparán,Roman Osorio Camparán,alta,nuevo_autor_normalizado_display,0.0,3,3
"Comparan, Roman Osorio",Roman Osorio Comparan,alta,tutora_exacta,1.0,1,1
"Osorio-Comparan, Roman",Roman Osorio Comparan,alta,tutora_exacta,1.0,8,8
R. O. -C. IIMAS,Roman Osorio Comparan,alta,revision_manual_resuelta_web,,,
R. Osorio-Comparan,Roman Osorio Comparan,media,expandido_por_variante_interna,0.96,3,3
Roman Osorio Comparan,Roman Osorio Comparan,alta,tutora_exacta_display,1.0,1,1
"Rodriguez-Aguilar, Roman",Roman Rodriguez Aguilar,alta,nuevo_autor_normalizado,0.0,1,1
Roman Rodriguez Aguilar,Roman Rodriguez Aguilar,alta,nuevo_autor_normalizado_display,0.0,1,1
R. Rossi-Pool,Roman Rossi Pool,media,tutora_probable,0.96,1,1
Roman Rossi Pool,Roman Rossi Pool,alta,tutora_exacta_display,1.0,2,2
"Rossi-Pool, Roman",Roman Rossi Pool,alta,tutora_exacta,1.0,2,2
"Mariscal-Romero, R.M.",Rosa María Mariscal Romero,alta,revision_manual_resuelta_web,,,
R M Mariscal Romero,Rosa María Mariscal Romero,alta,revision_manual_resuelta_web,,,
Rosa María Mariscal Romero,Rosa María Mariscal Romero,alta,revision_manual_resuelta_web,,,
"Quispe-Siccha, Rosa M.",Rosa María Quispe Siccha,alta,resuelto_con_fuente_externa,0.9,3,3
Rosa M Quispe Siccha,Rosa María Quispe Siccha,alta,resuelto_con_fuente_externa_display,0.9,3,3
"Monreal-Jiménez, R.",Rosalinda Monreal Jiménez,alta,revision_manual_resuelta_web,,,
R. Monreal-Jiménez,Rosalinda Monreal Jiménez,alta,revision_manual_resuelta_web,,,
Rosalinda Monreal Jiménez,Rosalinda Monreal Jiménez,alta,revision_manual_resuelta_web,,,
"Paul, Roshan Chako",Roshan Chako Paul,alta,nuevo_autor_normalizado,0.0,1,1
Roshan Chako Paul,Roshan Chako Paul,alta,nuevo_autor_normalizado_display,0.0,1,1
"del Castillo, Roxana M.",Roxana del Castillo,media,revision_manual_resuelta_web,,,
Roxana del Castillo,Roxana del Castillo,media,revision_manual_resuelta_web,,,
Roxana M del Castillo,Roxana del Castillo,media,revision_manual_resuelta_web,,,
"Carino-Escobar, Ruben I.",Ruben Carino Escobar,media,revision_manual_resuelta_web,,,
Ruben Carino Escobar,Ruben Carino Escobar,media,revision_manual_resuelta_web,,,
Ruben I Carino Escobar,Ruben Carino Escobar,media,revision_manual_resuelta_web,,,
"Machucho, Rubén",Rubén Machucho,alta,nuevo_autor_normalizado,0.0,1,1
Rubén Machucho,Rubén Machucho,alta,nuevo_autor_normalizado_display,0.0,1,1
"Azuara-Dominguez, Ruben Omar",Ruben Omar Azuara Dominguez,alta,nuevo_autor_normalizado,0.0,4,4
R. O. Azuara-Domínguez,Ruben Omar Azuara Dominguez,media,expandido_por_variante_interna,0.0,3,3
Ruben Omar Azuara Dominguez,Ruben Omar Azuara Dominguez,alta,nuevo_autor_normalizado_display,0.0,4,4
Ruben Tapia Olvera,Rubén Tapia Olvera,alta,tutora_exacta_display,1.0,3,3
"Tapia-Olvera, Ruben",Rubén Tapia Olvera,alta,tutora_exacta,1.0,3,3
"Fuentes-García, Ruth",Ruth Selene Fuentes Garcia,alta,tutora_probable,0.99,2,2
Ruth Fuentes García,Ruth Selene Fuentes Garcia,alta,tutora_probable_display,0.99,2,2
"Rodriguez-Romo, S.",S Rodríguez Romo,alta,tutora_exacta,1.0,2,2
S Rodriguez Romo,S Rodríguez Romo,alta,tutora_exacta_display,1.0,2,2
Saiph Savage,Saiph Savage,alta,nuevo_autor_normalizado_display,0.0,26,26
"Savage, Saiph",Saiph Savage,alta,nuevo_autor_normalizado,0.0,26,26
"Montoya-Alvarez, Salvador",Salvador Montoya Alvarez,alta,nuevo_autor_normalizado,0.0,1,1
Salvador Montoya Alvarez,Salvador Montoya Alvarez,alta,nuevo_autor_normalizado_display,0.0,1,1
"Gonzalez-Gallardo, Sandra",Sandra Gonzalez Gallardo,alta,nuevo_autor_normalizado,0.0,1,1
Sandra Gonzalez Gallardo,Sandra Gonzalez Gallardo,alta,nuevo_autor_normalizado_display,0.0,1,1
"Castillo-Ramirez, Santiago",Santiago Castillo Ramirez,alta,nuevo_autor_normalizado,0.0,2,2
Santiago Castillo Ramirez,Santiago Castillo Ramirez,alta,nuevo_autor_normalizado_display,0.0,2,2
S Tovar Arriaga,Saúl Tovar Arriaga,media,expandido_por_variante_interna_display,0.0,2,2
Saúl Tovar Arriaga,Saúl Tovar Arriaga,alta,nuevo_autor_normalizado_display,0.0,2,2
"Tovar-Arriaga, S.",Saúl Tovar Arriaga,media,expandido_por_variante_interna,0.0,2,2
"Tovar-Arriaga, Saúl",Saúl Tovar Arriaga,alta,nuevo_autor_normalizado,0.0,2,2
"Andersen, Scott Thomas",Scott Thomas Andersen,alta,nuevo_autor_normalizado,0.0,2,2
Scott Thomas Andersen,Scott Thomas Andersen,alta,nuevo_autor_normalizado_display,0.0,2,2
"Lopez-Juarez, Sebastian",Sebastian Lopez Juarez,alta,nuevo_autor_normalizado,0.0,1,1
Sebastian Lopez Juarez,Sebastian Lopez Juarez,alta,nuevo_autor_normalizado_display,0.0,1,1
"Pujalte, Sebastián",Sebastián Pujalte,alta,nuevo_autor_normalizado,0.0,1,1
Sebastián Pujalte,Sebastián Pujalte,alta,nuevo_autor_normalizado_display,0.0,1,1
"Ojeda-Trueba, Sergio",Sergio Luis Ojeda Trueba,alta,tutora_probable,0.99,4,4
"Ojeda-Trueba, Sergio Luis",Sergio Luis Ojeda Trueba,alta,tutora_exacta,1.0,7,7
Sergio Luis Ojeda Trueba,Sergio Luis Ojeda Trueba,alta,tutora_exacta_display,1.0,7,7
Sergio Ojeda Trueba,Sergio Luis Ojeda Trueba,alta,tutora_probable_display,0.99,4,4
"Alcocer, Sergio M.",Sergio M Alcocer,alta,tutora_exacta,1.0,3,3
Sergio M Alcocer,Sergio M Alcocer,alta,tutora_exacta_display,1.0,3,3
